order_id,product_id,add_to_cart_order,reordered
385768,38222,7,0
1590232,8518,2,0
2596469,25588,6,0
1908088,39863,1,1
2067423,24852,12,0
2274403,47409,1,0
2821241,44359,4,1
774512,24759,5,1
1365972,27275,3,0
1553126,14493,2,0
415595,10132,1,1
2389346,7644,5,0
593393,31422,2,1
651836,27104,14,1
3161903,30489,5,1
3146613,23375,1,0
2418983,41621,2,1
3242192,26209,10,1
2804464,17183,6,0
2155899,196,4,1
944456,26790,4,1
2355189,28934,15,0
3122542,20114,9,0
1796842,44910,2,0
670226,16349,2,1
2460249,15592,9,0
1544270,33897,3,0
557970,34794,10,1
1139025,11422,3,0
2904784,40261,3,0
3418279,22035,17,0
1564937,37107,6,1
473386,21560,7,1
2673437,11759,13,1
2841515,26376,7,1
709965,40706,20,1
936683,44883,24,0
1029431,31789,5,0
587794,37552,7,0
3258993,26790,3,1
3286264,24852,7,1
1546504,8523,26,1
1746048,22281,6,1
1990935,26979,6,0
944978,29439,2,1
795260,13176,4,1
18797,47209,3,1
1306329,15575,12,1
2387557,38274,7,1
1663278,14347,15,0
1495225,21195,5,1
2574038,10872,24,1
1614458,27761,11,0
1924777,32303,2,1
612245,11853,2,0
977355,19816,4,0
2844973,29557,5,1
2562247,17224,1,0
1829101,26351,6,0
2768163,29734,3,1
11340,7781,2,1
2563784,6948,10,0
3396749,49075,9,1
2526099,25544,21,0
2769922,24838,21,1
3248953,47589,23,0
1161007,8239,18,0
419793,33367,2,0
1513490,20754,26,0
2175927,2086,7,1
339830,24852,1,1
2455097,16908,3,1
1921913,47059,4,0
1719770,23554,3,1
1650179,23909,5,1
504706,42258,11,0
2647062,28080,3,1
1398874,40199,7,1
20582,43929,3,1
1633964,48679,1,0
1027157,43632,1,0
1225967,4138,5,1
195576,16981,2,1
3073170,48437,1,0
645675,31717,8,1
1380736,28465,5,1
1546195,32877,10,0
525494,21903,3,1
2002326,5750,19,0
2643899,5450,2,1
403851,11513,13,1
2649605,7076,13,0
1728738,19348,3,0
1074724,5212,9,1
3101529,27966,7,0
1075516,4006,4,0
2430405,11777,16,0
1713124,29077,1,1
197940,29901,9,1
3276994,35221,6,1
1724994,49481,12,0
1291251,3020,5,1
2164763,42450,7,0
909697,38508,14,0
1237622,39581,15,1
2830957,24991,32,0
1786955,21903,5,1
2348575,8467,2,1
3170949,35195,10,1
1995805,45066,4,0
976597,3896,7,1
1466238,27418,3,0
1833561,41751,1,0
1527158,24552,3,1
1022526,18653,14,0
1958481,6585,8,1
1283525,13176,1,1
976354,12980,4,1
2952103,47209,6,1
1491771,38689,1,1
3179725,18471,9,0
1116457,1244,6,0
2047595,29095,4,1
689207,28123,6,1
3305007,22451,18,0
934245,10032,1,1
1364651,26165,1,1
901515,39275,14,1
1464829,15269,2,1
3396164,22935,5,0
2286013,34608,1,1
1061628,5769,7,0
2392282,26315,1,1
387261,24852,2,1
2972338,36697,18,1
1269845,24852,2,1
1829843,38928,4,1
2519527,1994,10,0
91811,18105,5,0
1722378,29327,1,1
3306915,47209,3,0
351706,5550,7,1
2819301,46166,4,0
3214431,15782,13,0
2463705,23322,2,1
2679339,21938,12,0
3325869,37646,18,0
513884,35042,1,0
1076985,4920,2,1
1898009,41065,19,1
632797,14929,11,1
1154699,21903,4,1
1430835,30776,16,1
978893,19138,12,0
2650092,14332,11,0
1456511,5114,2,1
344117,4210,2,1
2989602,7452,4,1
2318268,25653,3,1
2661842,10761,3,1
3331728,11497,9,1
2259738,40868,16,1
2405151,12326,10,0
1790556,42768,24,0
1205491,18761,7,0
1000464,10017,5,0
2392849,40913,13,0
3085331,34584,7,0
489928,25613,7,0
3110827,4952,9,1
1775478,2651,21,0
1812866,6128,10,1
1993276,27966,24,1
472592,38200,2,1
2623703,10343,5,0
3234201,46309,4,1
1592738,890,2,0
1611125,31557,7,0
2871475,41844,7,0
2116187,24221,1,1
3204188,5077,9,1
254263,1728,4,1
753209,17027,1,1
661557,18465,9,1
178178,26624,6,0
1987100,24221,23,0
3011172,38739,12,0
2377111,43904,3,1
2256888,31805,2,1
2575123,37725,8,1
1489477,1875,5,1
2179768,5025,11,0
2230606,18465,12,1
1287193,16824,11,0
1472128,15718,20,0
2892862,9421,1,1
1199077,40571,21,1
1442506,14853,17,1
261998,19532,8,0
3394618,1025,17,0
1887598,44632,3,1
1156879,17122,1,0
1398792,10132,2,1
827725,5077,8,1
2941095,260,6,1
1630379,35958,2,1
811650,5077,17,1
1894869,21288,4,0
427089,37687,1,1
1732466,25544,7,1
1271505,15028,14,0
1092935,23723,23,1
159543,17615,7,0
1288417,29824,5,0
1425138,37257,8,0
2713204,32478,9,1
1700026,6615,12,0
1979364,37646,32,0
701041,25355,3,0
2287410,22935,5,1
1364444,10246,9,0
992874,26139,16,0
2082261,13351,10,1
323185,30630,13,1
1696523,23025,6,1
685761,3798,5,0
1961270,13176,2,1
643634,5876,4,1
451052,10960,1,0
600783,8277,4,1
2413710,31506,9,1
1877334,1695,7,1
1860420,37003,30,0
392151,48628,1,0
929540,38273,8,1
1824422,41751,18,0
1970222,27122,8,0
869640,33000,8,1
2573780,19182,13,1
1751811,30756,10,0
1248793,32734,7,1
3409779,8193,4,1
1207875,19048,11,0
1269833,38772,13,1
2923435,20869,7,0
2911817,47024,8,1
469823,45671,20,0
2662048,31487,18,1
2030418,1801,12,0
2286773,3721,8,1
3350202,31506,9,1
336797,10872,19,1
3091048,5259,4,0
357144,48802,7,0
3160883,29650,21,0
523352,15906,28,0
20226,27323,6,1
1505203,48527,2,1
1429862,28906,12,1
666097,42972,4,1
2954439,18793,3,0
2786899,24864,7,0
935726,34024,11,0
3008127,28278,17,1
908513,40377,5,0
2051807,47087,4,1
1942744,48347,9,1
1241450,27845,3,1
2492167,39408,15,0
765449,47331,2,1
3056497,48775,5,0
1887838,28849,8,0
74959,28842,17,0
2226205,25005,3,0
1707070,5450,7,0
70778,13176,3,1
641466,5967,3,0
605220,6213,23,1
2306211,43692,3,0
297517,13176,1,1
584847,26769,2,0
1428170,21497,7,1
1962486,21137,15,1
1546096,28842,6,1
1290727,31343,2,0
3315996,35042,7,1
1225157,44449,18,1
2253473,9076,2,1
216865,11611,2,0
51297,11182,2,1
1676668,19057,19,0
3122516,16206,1,0
2528512,24489,9,1
3319946,32689,5,1
2157987,32999,7,0
1209216,1194,1,1
1640620,6341,6,1
3231096,1244,9,0
566217,6184,5,1
1252206,3550,17,1
592362,20518,4,0
2231141,12312,21,0
2466818,21616,12,1
3257612,27336,1,1
205337,2452,11,1
773504,37691,4,1
1556100,46755,9,0
2306453,44359,23,1
2316275,9839,13,0
1671184,22035,13,1
641646,11068,3,1
2910473,2770,2,1
836312,26006,5,1
1985814,2574,10,0
367438,31985,7,0
3292018,34243,3,1
3349503,31238,14,1
3227219,6154,31,0
114506,21137,5,1
876490,211,17,0
3269465,21614,16,1
3050935,9076,6,1
246485,21875,13,1
2363029,12419,15,0
2727023,3098,13,1
459589,21616,10,1
988311,25837,26,1
3355173,13147,6,1
1009331,4605,12,0
37923,16759,5,0
220409,26131,17,1
450282,9521,5,1
1073147,41220,4,1
591089,14945,9,0
3395872,6489,18,0
3325966,26497,16,0
2631136,44142,14,1
1077749,38768,5,1
2203742,39127,9,0
284883,41220,3,1
3236903,26201,6,0
2864285,40466,1,0
2039373,43352,5,1
2745003,19057,5,0
520617,49235,3,1
488954,31759,3,0
105994,30489,25,0
617947,30591,1,1
243925,40868,4,1
596408,45097,5,0
1954447,38400,10,1
1638379,8153,1,1
511502,21903,3,1
528377,810,3,1
721989,16797,7,1
3111828,41950,10,1
3254098,34063,6,1
1880446,17948,13,0
2204867,1757,10,0
286648,21390,9,1
34306,7916,9,1
2509698,1940,7,1
2586682,12149,5,1
604462,33731,19,1
647918,6901,5,0
2093858,38679,7,0
3231130,35042,6,1
2374766,8012,2,1
2950395,34523,7,0
1123341,39928,7,1
264081,15591,11,1
2788486,5769,14,0
1839126,22070,6,1
2983132,18389,11,1
1395227,19366,7,1
2317005,37524,5,0
542403,2067,6,1
717749,25890,4,1
1203673,40330,4,1
1656545,26209,5,0
2785103,47763,30,0
2201844,26842,2,1
2589452,42611,1,1
3152040,12206,1,0
1364423,34993,10,0
1458608,38159,7,0
19753,8153,2,1
1154863,3873,2,1
2793529,49141,2,1
2403186,329,5,1
949045,19538,2,0
3343785,7460,14,0
2877358,16696,8,1
1900915,42265,3,0
1315512,46516,17,1
2520140,3020,15,1
1583582,14536,5,0
3121291,29447,2,1
1160318,47912,9,1
3058769,7175,5,0
2958597,14764,1,1
448949,35504,15,0
400827,12464,11,1
3230053,5114,3,1
1664362,45200,6,1
1618365,49131,15,1
2580485,4210,1,1
1629444,31662,12,0
1113070,5748,2,1
1704270,25753,5,0
1911732,4332,20,1
1719280,2669,23,0
3052273,35198,16,0
3079842,16223,28,1
1121685,39758,12,1
2228406,13032,6,1
1328768,33846,11,1
3131804,39265,3,0
1381319,28985,17,0
2780551,31506,10,0
508161,28204,16,0
375950,16759,2,1
3416628,13921,18,0
2532710,36658,5,0
1834537,21157,3,1
1458989,10101,7,0
666399,24852,12,1
2093170,44359,13,1
2478672,47145,10,0
415840,14010,19,1
386222,47209,6,1
1257234,15359,16,0
2360332,20734,1,0
2264709,4461,6,0
2554666,16185,9,0
187089,13575,9,1
2046895,5077,1,1
2592572,31154,27,0
3139032,28571,11,0
2465362,3631,30,0
471707,30338,16,0
1918724,5818,19,0
691368,7781,10,1
1901821,41387,13,1
2832689,9387,9,1
3169681,36386,7,0
1977731,47966,22,0
1643807,19180,5,0
2536748,10479,3,1
537835,21010,10,0
3075201,22935,17,1
3223092,28465,12,1
3261175,40605,7,1
2142676,11266,3,1
2237820,26706,13,1
768241,48364,2,1
142630,25666,1,0
2393112,7644,8,0
1263500,25715,2,1
1555192,14996,3,1
2913488,19508,9,1
2372817,10957,6,1
2979002,24838,1,1
37741,33527,11,0
1265075,21513,2,1
1326947,12741,1,0
1713218,28147,1,1
474333,13176,5,0
1049577,27663,12,1
1181549,35725,5,0
2918396,16797,2,1
3391256,39877,2,1
1184280,17341,3,1
2501071,12341,6,1
72118,18721,55,1
205068,1463,2,1
1728104,29031,8,1
1144544,48364,3,1
3318022,35108,3,0
896956,31471,9,1
1711357,37029,7,1
1208814,7862,4,1
147712,5322,7,0
203187,6991,3,0
2919780,8555,5,1
2255041,11461,9,1
472285,18338,1,0
2441442,32635,1,0
3217577,38120,8,0
2032292,2091,2,1
1880772,17173,5,0
3082592,32710,16,0
354294,13176,3,1
3196633,8518,10,1
3201777,29646,1,0
1889487,22007,6,0
1202542,13176,1,1
575569,27730,13,1
2454515,45531,3,0
2680138,48370,7,0
1342187,6348,6,0
1812994,23115,24,0
2978780,34092,5,0
923125,3142,18,1
491723,2238,2,0
630990,30639,23,0
3396260,5876,12,1
269863,25965,12,1
914836,26604,2,1
68633,13425,12,1
1111025,22209,3,1
1627107,35221,22,1
1747308,6467,7,0
2159491,23165,18,1
1608146,21903,8,1
2806111,25588,13,0
1491210,44233,7,0
2766474,45007,20,0
1940875,38444,1,1
674401,27966,2,1
2072793,33647,23,0
1869137,40571,4,1
2090289,39409,5,0
1005294,30233,4,1
2398571,42342,4,0
998387,22959,1,0
2809413,48364,8,1
1859798,36818,3,1
557105,4700,15,1
53847,25551,4,1
1636571,32734,19,0
1571839,28745,9,1
768838,45005,5,1
246856,7533,4,1
1297507,6541,6,1
2417587,27966,10,1
2511019,16283,2,0
1869377,40386,7,0
3086150,36127,16,0
2040759,9387,4,1
1548375,16797,8,0
1213620,27966,2,1
2216236,13646,11,1
3007840,9558,3,1
615484,44293,5,1
1350117,32429,3,1
2435969,48802,38,0
1563477,276,17,0
1707128,14347,7,1
1172497,25459,1,1
2615787,22858,10,1
1737490,24852,6,1
2832028,46802,4,1
3180590,13712,19,0
2870545,37947,18,1
1971635,38340,2,0
2317722,13176,22,0
1614037,19048,12,1
1418906,42404,3,0
3084039,34358,16,0
1507904,14651,3,1
254600,33089,8,1
2540039,19706,3,1
1287427,11354,9,1
678642,8424,21,1
825838,26604,3,1
886168,16523,8,0
2966627,5266,11,0
2568436,49235,1,1
1395160,6948,4,0
2729826,22298,15,1
972632,29926,5,1
1773902,31343,7,1
947821,12492,6,0
2347720,6325,2,0
3226911,44142,4,0
1470024,39620,9,1
361894,27966,7,1
2066996,8859,2,1
641970,24852,2,1
1012356,6348,14,0
2913353,31610,2,1
1023485,27344,1,1
1001009,32331,3,1
886580,25986,6,1
2736976,11598,4,0
2371644,44142,9,0
2287879,9358,4,1
1491318,38562,13,1
2497794,5550,14,1
2059485,38274,14,1
1144282,25981,2,0
1740287,17191,3,1
859028,31663,14,0
969728,14129,4,1
1301590,25890,12,1
179568,46822,1,1
936355,12107,21,0
2099739,13838,17,0
1294202,33956,35,0
3115820,13269,23,0
3116998,31651,2,1
13600,36865,3,1
306945,48736,3,0
3184822,6348,9,0
1334176,24852,9,1
2727251,20345,1,1
649477,14493,6,1
405462,32648,9,1
2656067,17872,32,1
1699340,21903,1,1
1500945,8193,3,1
296610,35824,8,0
26171,40377,7,0
1277421,21709,2,1
1548170,14959,4,0
894051,31343,18,1
573619,28204,4,1
1211083,42623,8,0
1047105,4920,10,0
2814050,24561,11,0
1813115,24852,8,0
408426,18531,5,0
562568,19816,9,1
637158,13540,11,0
511014,25138,4,1
974035,36809,1,1
1426351,24489,26,0
1833495,21616,5,0
887748,4605,2,0
2672924,4920,23,0
2629539,24253,13,0
44454,24382,3,0
938041,12409,1,0
1404482,14218,8,1
1740210,5373,6,0
3394762,19678,2,1
3297611,13517,3,0
3110083,41665,5,1
1243900,4812,4,1
1725413,13176,11,0
3177039,19057,6,1
555723,48287,17,0
913620,27012,8,1
3111145,49025,6,0
1619037,26201,4,1
2128368,45622,4,0
783685,42903,5,1
1642656,4605,2,1
3419679,15964,33,0
2107644,10603,8,1
2174001,49296,4,0
1963992,38266,9,0
1761565,25554,1,1
713604,44368,1,0
631689,47156,2,1
377653,24799,7,0
2865869,16384,8,0
1079307,30949,4,1
2170162,28785,10,0
2075050,25230,14,1
8173,46667,2,1
2026390,24826,7,0
2856614,45200,1,1
2929725,24852,1,1
1222291,44142,13,1
2058271,18389,4,0
1722423,34220,14,1
2168178,20392,18,0
1691588,11140,6,1
1046187,44056,9,0
3328143,18465,3,0
1485564,43154,5,1
2058641,521,2,0
2384880,32018,12,1
1879942,1999,6,1
893538,23805,14,1
2747614,13838,13,0
3037077,34430,5,1
2114771,7247,3,1
2257423,196,2,0
1075581,22175,11,0
2037503,27344,4,0
321441,7533,2,1
1749080,18531,12,0
2265404,31477,2,1
3158598,31263,16,1
10983,36115,2,0
122595,44987,1,1
355099,36606,12,1
2976978,11187,6,1
1583843,18841,3,1
186316,13447,8,0
243541,16145,8,1
1944745,38419,7,1
664693,14732,4,1
86676,43295,2,0
1501859,41149,8,1
2976980,15716,8,0
2974114,13014,10,0
2706539,19002,1,1
1080599,43802,14,0
2658090,15995,13,1
2355539,32812,8,0
1863747,34126,7,1
3036341,43389,5,0
2254434,15239,5,1
677290,45916,2,1
407693,24852,9,1
853243,38844,15,0
13546,2120,1,1
2633304,8638,14,1
2118867,47209,1,1
554572,36695,4,1
3129007,35108,2,1
1408044,46522,12,0
2188411,33819,7,1
1329326,41149,2,1
2306235,43749,2,0
1540613,48903,19,1
546330,32691,7,0
1076578,14992,10,1
176287,47962,8,1
1745981,28985,24,0
961884,6187,8,0
2676789,13636,4,1
893177,22610,3,1
1807065,30489,3,0
1922191,6410,24,1
1549764,23537,9,0
2415565,28849,10,1
2064220,22767,2,0
2220709,41220,6,1
839022,18465,4,1
406627,38374,3,0
2495430,49683,7,0
3332805,41665,2,0
1824145,24852,9,1
1293006,48775,13,1
1852710,13623,27,1
625233,11352,14,1
1644231,16278,5,0
1444812,35221,3,1
287859,27966,5,1
234766,12312,21,0
1274825,10603,5,1
2821963,20734,4,1
1326505,13176,2,1
1273451,2678,5,1
812937,18479,19,1
2407720,38475,6,0
1484576,24852,8,1
2435460,6184,2,0
1920799,30727,2,1
2227804,26032,10,1
2984649,27323,3,0
192864,32177,12,0
2387280,24489,17,1
304651,23644,3,1
2204243,16953,23,0
2499408,27683,13,0
1028884,44061,19,0
1434903,4962,3,1
3411624,5959,14,1
3102055,11140,5,1
821684,47652,2,0
3177596,27288,4,0
2822724,21288,2,0
3383337,17795,7,1
239531,42703,1,0
3409929,2480,10,1
849227,37489,5,0
1550745,16768,1,1
2591287,22780,2,0
3402300,33754,12,0
2236520,28204,10,1
355673,27356,6,1
604197,32428,6,1
2023214,24838,1,1
3114069,24852,6,1
1277152,5653,5,1
186415,30827,3,1
1878459,39732,14,0
3158910,40287,13,0
510028,19820,3,1
2556578,24850,7,0
1027923,39408,4,1
3307071,44560,4,1
397001,33768,1,1
1664936,32579,11,1
2442151,20995,17,1
435298,49235,1,1
1669020,8467,13,0
1198447,25824,16,0
2216846,5077,2,1
2718706,24838,1,1
3153368,8518,1,1
1406147,18850,4,0
2306708,42110,9,0
778728,46785,11,0
2329469,13076,26,1
2275155,13176,1,1
1886341,20323,15,0
85934,21137,20,0
1773465,26790,4,1
752442,47209,5,1
529920,31231,1,1
2422634,29601,13,0
785284,43086,13,0
2424822,33919,4,1
2110632,23265,11,0
1594648,6201,17,1
1084374,24964,9,1
2409842,49054,27,0
1378552,30442,8,1
1403862,33198,4,0
1232262,20255,12,0
796972,46642,4,0
2832265,8594,14,1
680751,31927,9,0
1823977,28156,6,1
546046,13370,11,0
3415879,14651,2,1
971590,27690,18,0
1974828,24852,1,0
297340,21019,13,0
77427,22935,7,1
53338,47918,5,0
3227231,49131,1,0
2891562,7493,20,0
2906348,8859,1,1
230623,43295,3,0
2667119,43470,1,0
457953,47629,7,1
163400,31040,9,1
3412801,23341,14,0
1030690,13866,12,0
1778479,16616,3,0
908501,311,9,1
1667576,34134,13,1
1654622,38241,3,1
2000979,13748,10,0
2788343,35496,1,1
217277,2825,10,0
1840150,30391,2,1
2171033,12341,2,1
140635,10509,4,0
2207443,48017,7,0
2776852,17758,9,1
971297,19678,19,1
755820,18205,21,0
242355,38298,3,1
1905836,45124,24,1
2020311,47766,4,1
641992,26410,6,1
1927420,4656,2,1
3305304,38768,7,1
1642813,21616,23,0
1264616,44008,3,1
523064,21925,5,0
1384212,49005,4,1
2797696,19048,3,0
2768619,43875,2,1
1067773,16384,4,0
960123,4799,13,0
2180560,13176,6,1
1726517,18296,11,0
2416067,21137,7,0
3363640,8549,12,1
2291837,24852,1,1
2426580,41376,3,1
1697267,44870,16,0
1769972,45064,3,0
2946238,27925,11,1
788174,21999,7,1
2198767,29447,6,0
756359,28985,8,0
1684943,39408,1,0
2714612,28849,17,1
2061658,20327,12,0
350323,34358,16,1
2887771,44753,9,1
2918815,30599,14,1
53896,49520,2,1
506097,44359,13,1
933463,26369,2,0
1979087,15872,5,1
307252,34658,2,1
2188515,14129,2,1
3343368,34013,6,1
2873496,47977,2,1
1018352,31145,5,1
3166927,44910,6,0
3077088,43881,18,1
1404835,24390,8,0
2552548,44142,15,1
3106097,44964,13,1
2610791,8631,1,0
3077448,45005,6,1
3084260,36717,5,1
1626568,14901,5,1
308726,12341,1,1
745667,43875,31,0
2156119,21938,14,1
446390,33081,1,1
212401,35108,12,1
1389907,6080,1,1
2336837,37059,1,0
1648919,36522,15,1
204360,28204,12,0
3219081,16710,2,0
2409431,27796,5,1
494717,14764,11,1
27379,28373,3,1
1906240,12341,23,1
629228,5621,24,0
2760866,32338,1,0
3181422,16965,18,0
2225996,7513,2,0
1447051,35782,3,0
955973,30305,16,0
1574448,43352,8,1
3227502,9389,17,1
3247176,48057,1,1
1962854,5994,19,1
815306,36011,6,1
2048597,43662,2,1
1619179,47969,2,0
2159488,5450,8,0
1088342,41290,2,1
3068066,44987,5,1
900383,20995,25,1
2724172,37654,12,0
1253096,2232,22,0
632405,37646,26,1
1958009,13870,11,1
2827855,14467,16,1
1566115,29447,1,1
3052941,42632,37,0
3218355,4047,11,0
2352503,27209,6,0
288043,13176,3,1
2091710,3464,6,1
1364330,12254,11,0
1173181,12341,9,0
858388,23910,2,0
483240,5994,18,0
1042585,27344,18,1
764120,47156,5,0
3274104,5456,13,0
2102188,13176,3,1
1745097,211,13,0
3195054,30848,13,0
565542,32579,18,1
1232030,13242,3,1
623435,9387,2,1
3013099,31395,8,0
551619,25527,8,0
1406244,47766,7,1
58395,45747,23,1
2543988,17979,18,1
1704928,45896,1,0
1798929,7090,13,1
1028318,20082,14,1
1052492,4011,3,1
3379927,4347,6,0
884696,24654,12,1
664022,4605,6,0
1740324,31076,3,1
619496,35217,10,0
244159,23165,8,1
1373501,27966,4,1
39592,37776,18,1
2122430,41055,3,0
1383784,21137,1,1
1274769,23385,10,0
2532393,27845,2,1
2309583,40892,1,1
2225377,5450,3,1
2453662,47672,14,1
3294010,28476,20,0
3363145,26604,6,1
798564,12254,4,0
1615631,22247,5,0
2145290,5547,4,1
334636,33279,1,1
3228408,43352,3,1
223629,24024,3,0
2235379,33747,2,0
3295052,14862,7,1
2433048,36112,1,1
3416580,10673,18,1
1022174,27344,4,1
1074976,47087,6,1
507252,9225,14,0
1036210,8571,1,1
2779843,4097,7,1
2942105,40377,1,0
64440,19468,4,1
931476,43858,5,0
3119201,21543,13,1
2552607,2611,2,1
3064631,38544,5,1
2281853,24555,7,1
1963864,4605,21,1
1225677,30639,14,1
568820,42736,3,1
1202647,3800,4,0
323286,49235,4,1
2362810,24852,6,1
585133,6184,1,1
1389364,20384,4,1
578877,47209,16,1
1536306,37947,5,1
2800550,39121,5,1
2958926,19431,11,1
729818,39928,12,0
3204190,6568,19,0
2825955,890,6,0
479031,35140,8,1
1753706,34358,12,1
3031072,781,7,0
702589,13176,1,1
1159609,24852,4,1
2959834,35939,10,1
823253,5479,4,1
2404727,49232,14,0
3357174,2295,9,0
840724,11759,5,0
3379162,13176,7,1
2759956,1090,9,0
2437963,12206,20,0
968155,21909,5,0
3212450,9366,15,0
1642062,28413,5,0
2677230,2825,8,1
3396177,36736,5,0
2609902,25170,13,1
1199035,37687,12,0
307666,23282,11,1
3038611,43920,5,0
2937723,31553,16,1
3202945,38889,1,1
1156270,39558,5,0
1933746,5785,8,1
1555688,21903,12,1
54570,24852,8,1
309977,42701,15,0
2333142,2211,8,1
88436,10603,1,1
733249,48182,17,1
2195147,5785,6,0
1864313,37156,26,1
904171,21137,2,1
1517294,41366,4,1
1566151,8809,16,0
3011595,32917,4,0
2278928,42585,5,1
77463,37107,9,0
1660070,28204,5,1
1687703,31263,1,1
1374357,40604,4,1
2479859,39321,2,0
2958111,29640,5,1
434744,8865,2,1
1827329,8128,30,0
886408,15684,20,1
964852,11068,11,1
2782803,16768,8,0
1581217,37646,45,0
1385978,47759,4,1
1276516,35234,6,1
2546270,17191,16,0
2768878,28204,4,1
1070742,7860,29,1
2482114,49683,11,1
1265275,1752,1,1
954737,28849,7,1
2553396,2272,12,0
517888,6656,5,1
226230,20720,15,0
2844765,9689,6,0
1937022,23405,1,0
3059761,30233,5,1
1595663,5456,11,1
2448082,35815,2,1
540313,2228,16,1
2563679,12508,4,1
327548,26209,11,0
1137722,34243,38,1
3369639,14462,5,1
2499261,4781,3,1
570387,37,1,0
1371912,44765,14,0
1432094,22559,12,0
525985,10749,11,1
384914,23025,2,0
1388081,25190,5,0
3320264,47209,6,1
854955,5896,5,0
3329984,33198,11,1
472023,28993,25,0
2809717,12935,4,1
3259483,5450,7,0
1624780,21616,1,1
2703219,44910,1,1
2354638,44359,3,0
586624,33120,8,1
975444,14992,4,1
3000361,34126,2,1
441177,46986,7,0
672325,5785,2,1
2940537,22228,8,1
785951,428,2,0
3305073,9203,29,0
2911796,27845,1,1
1828614,31066,1,0
775179,6481,18,0
3351488,44008,1,0
820725,29487,6,0
1038109,9177,13,1
1759341,26497,9,0
686204,16185,22,1
975565,26369,11,1
469265,31553,1,1
250804,44142,2,1
337333,13951,3,0
2645123,6104,1,1
1145,21158,16,1
1299708,2481,14,1
1174843,18594,4,0
1175270,5450,16,1
2892408,5212,2,0
2956518,37825,17,1
2125547,21616,13,1
2153700,9390,33,0
725207,16432,23,0
459818,47209,4,1
1216072,30591,3,1
1893426,8277,20,1
865449,32666,25,1
1072827,6489,6,1
2565525,8138,16,0
1187610,10644,18,1
1060351,49110,12,1
2447061,40332,8,1
1407094,33401,20,1
1011650,34407,6,1
847294,26882,7,1
2900772,26128,11,0
3344611,41319,2,1
2306685,47209,25,1
2364703,13780,2,0
126055,21903,2,1
46768,24852,1,1
3040224,11078,32,0
2811777,7963,7,0
2066465,19660,1,1
187871,38557,4,1
3053715,32130,46,1
1690080,36810,2,0
2049867,24852,13,1
389515,36011,4,1
585482,11710,8,0
2840207,14678,2,1
2779817,42244,12,1
